Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost
SO9096,2/7/2020,Wholesale,USD,13,42,34,8,354.29,253.06
SO9097,2/21/2020,Wholesale,USD,11,172,44,2,505.49,361.06
SO9098,3/6/2020,Online,USD,1,321,37,6,533.41,381.01
SO9099,2/9/2020,In-Store,USD,4,161,40,10,602.02,430.02
SO9100,5/15/2020,Online,USD,11,309,14,8,158.25,113.04
SO9101,2/22/2020,Distributor,USD,13,11,41,9,543.79,388.42
SO9102,5/9/2020,In-Store,USD,13,73,14,1,189.16,135.11
SO9103,5/17/2020,Wholesale,USD,21,249,33,1,444.04,317.17
SO9104,3/16/2020,Online,USD,12,265,39,3,321.65,229.75
SO9105,1/27/2020,Wholesale,USD,9,311,5,6,609.53,435.38
SO9106,4/14/2020,Wholesale,USD,2,234,11,6,453.45,323.89
SO9107,4/10/2020,Online,USD,1,346,7,3,395.94,282.81
SO9108,4/10/2020,Online,USD,9,159,2,2,360.87,257.77
SO9109,3/28/2020,Distributor,USD,15,159,3,4,431.31,308.08
SO9110,1/2/2020,In-Store,USD,5,353,34,7,293.00,209.28
SO9111,2/28/2020,Online,USD,15,358,40,3,582.89,416.35
SO9112,4/10/2020,Wholesale,USD,11,208,33,4,307.52,219.65
SO9113,2/20/2020,Distributor,USD,13,217,3,3,196.18,140.13
SO9114,4/27/2020,Wholesale,USD,6,28,7,2,305.22,218.01
SO9115,2/13/2020,Distributor,USD,6,48,34,7,245.95,175.68
SO9116,4/10/2020,Online,USD,5,321,40,1,340.43,243.16
SO9117,3/12/2020,Online,USD,7,226,23,8,150.40,107.43
SO9118,1/29/2020,Distributor,USD,2,148,24,7,408.92,292.09
SO9119,4/26/2020,Distributor,USD,15,71,37,5,160.99,114.99
SO9120,2/11/2020,In-Store,USD,17,293,15,8,543.06,387.90
SO9121,4/20/2020,Distributor,USD,9,275,18,6,325.43,232.45
SO9122,3/1/2020,Online,USD,14,194,8,3,165.28,118.06
SO9123,3/15/2020,Wholesale,USD,4,174,7,8,172.84,123.45
SO9124,2/17/2020,Distributor,USD,5,84,27,2,285.04,203.60
SO9125,2/2/2020,Wholesale,USD,7,326,46,5,389.22,278.01
SO9126,2/19/2020,Online,USD,12,33,28,2,226.01,161.43
SO9127,4/19/2020,Online,USD,17,46,19,6,361.63,258.30
SO9128,5/2/2020,In-Store,USD,12,191,28,2,233.99,167.13
SO9129,3/6/2020,Wholesale,USD,14,191,39,9,624.70,446.22
SO9130,5/10/2020,Wholesale,USD,16,336,27,4,399.84,285.60
SO9131,5/15/2020,In-Store,USD,14,266,9,6,330.48,236.06
SO9132,2/10/2020,In-Store,USD,21,279,13,4,484.60,346.14
SO9133,2/29/2020,Wholesale,USD,21,349,39,4,528.60,377.57
SO9134,1/30/2020,Distributor,USD,10,153,29,3,349.22,249.45
SO9135,3/7/2020,Online,USD,25,34,2,10,622.38,444.56
SO9136,1/30/2020,Distributor,USD,15,105,41,9,315.98,225.70
SO9137,1/24/2020,Wholesale,USD,9,270,39,10,541.39,386.70
SO9138,3/20/2020,Distributor,USD,4,85,29,1,412.26,294.47
SO9139,5/12/2020,In-Store,USD,20,142,21,6,254.33,181.66
SO9140,5/11/2020,Distributor,USD,5,162,36,2,579.24,413.75
SO9141,3/11/2020,Online,USD,21,146,9,1,395.59,282.57
SO9142,5/15/2020,Distributor,USD,8,39,31,3,545.93,389.95
SO9143,1/19/2020,In-Store,USD,21,154,6,1,388.69,277.64
SO9144,2/18/2020,Wholesale,USD,19,221,23,9,198.28,141.63
SO9145,4/23/2020,Wholesale,USD,4,137,41,1,595.31,425.22
SO9146,2/22/2020,Online,USD,10,19,11,7,396.53,283.23
SO9147,1/14/2020,In-Store,USD,16,88,34,7,614.91,439.22
SO9148,4/9/2020,Online,USD,18,162,47,4,310.90,222.07
SO9149,2/13/2020,Wholesale,USD,20,78,28,8,513.95,367.11
SO9150,2/21/2020,Online,USD,11,261,27,3,497.37,355.26
SO9151,3/16/2020,Online,USD,26,352,26,10,366.31,261.65
SO9152,3/19/2020,Online,USD,2,160,10,9,519.11,370.80
SO9153,4/16/2020,Distributor,USD,1,17,9,9,625.27,446.62
SO9154,2/24/2020,Online,USD,17,10,17,4,585.77,418.40
SO9155,5/24/2020,Distributor,USD,13,303,32,7,462.32,330.23
SO9156,5/14/2020,In-Store,USD,10,234,33,6,274.75,196.25
SO9157,4/3/2020,Online,USD,25,99,22,5,350.63,250.45
SO9158,5/1/2020,Online,USD,8,41,26,9,550.19,392.99
SO9159,2/14/2020,Online,USD,8,208,12,5,266.81,190.58
SO9160,1/12/2020,Online,USD,17,255,36,4,390.24,278.74
SO9161,4/7/2020,Distributor,USD,5,187,3,3,540.51,386.08
SO9162,1/24/2020,Distributor,USD,23,144,26,1,500.75,357.68
SO9163,1/23/2020,In-Store,USD,5,348,6,4,482.76,344.83
SO9164,1/2/2020,Online,USD,15,40,34,4,165.73,118.38
SO9165,3/29/2020,Online,USD,3,304,31,5,570.28,407.34
SO9166,2/23/2020,Distributor,USD,10,4,29,4,463.91,331.36
SO9167,4/27/2020,Distributor,USD,2,228,31,3,561.12,400.80
SO9168,4/22/2020,In-Store,USD,2,276,16,4,152.41,108.87
SO9169,5/9/2020,In-Store,USD,12,61,22,8,571.22,408.01
SO9170,3/6/2020,Wholesale,USD,2,167,20,8,202.40,144.57
SO9171,1/20/2020,Online,USD,6,68,35,5,242.98,173.56
SO9172,1/29/2020,Distributor,USD,4,233,32,4,532.07,380.05
SO9173,2/3/2020,Online,USD,21,18,42,3,279.77,199.83
SO9174,3/2/2020,Online,USD,9,165,4,6,162.46,116.04
SO9175,1/31/2020,Online,USD,15,191,10,8,224.96,160.68
SO9176,1/31/2020,Distributor,USD,22,340,3,8,623.93,445.66
SO9177,4/22/2020,In-Store,USD,20,201,24,1,517.05,369.32
SO9178,3/7/2020,Online,USD,21,37,9,8,542.26,387.33
SO9179,3/31/2020,Distributor,USD,9,136,19,1,444.82,317.73
SO9180,4/28/2020,Online,USD,10,75,18,9,520.74,371.96
SO9181,5/24/2020,Online,USD,1,173,12,3,284.65,203.32
SO9182,1/31/2020,Online,USD,19,106,9,7,485.65,346.89
SO9183,2/24/2020,Wholesale,USD,19,61,43,1,496.40,354.57
SO9184,4/3/2020,Distributor,USD,23,363,25,1,345.08,246.49
SO9185,2/23/2020,In-Store,USD,21,306,42,4,498.61,356.15
SO9186,3/21/2020,Wholesale,USD,19,110,5,9,407.03,290.74
SO9187,1/6/2020,Online,USD,3,40,37,8,169.71,121.22
SO9188,5/8/2020,Wholesale,USD,1,184,14,5,632.98,452.13
SO9189,1/13/2020,In-Store,USD,17,197,35,2,333.70,238.35
SO9190,2/16/2020,Wholesale,USD,12,265,18,8,433.67,309.76
SO9191,1/7/2020,Distributor,USD,9,179,35,3,617.35,440.96
SO9192,1/13/2020,In-Store,USD,4,247,13,5,337.69,241.21
SO9193,5/15/2020,Wholesale,USD,7,126,26,3,205.94,147.10
SO9194,4/2/2020,Distributor,USD,2,216,2,2,476.05,340.03
SO9195,1/30/2020,Online,USD,8,99,39,6,636.14,454.38
SO9196,4/9/2020,Distributor,USD,7,154,8,5,469.81,335.58
SO9197,2/19/2020,Online,USD,24,26,36,9,371.37,265.27
SO9198,1/17/2020,In-Store,USD,6,281,2,3,423.62,302.59
SO9199,3/27/2020,In-Store,USD,21,339,9,8,589.02,420.73
SO9200,1/24/2020,In-Store,USD,25,57,14,9,347.59,248.28
SO9201,1/29/2020,Online,USD,16,14,46,8,151.06,107.90
SO9202,4/14/2020,Distributor,USD,3,218,44,9,465.78,332.70
SO9203,3/28/2020,In-Store,USD,14,181,10,3,440.18,314.41
SO9204,1/27/2020,Distributor,USD,22,202,17,3,485.51,346.79
SO9205,2/9/2020,Distributor,USD,26,289,28,3,287.36,205.25
SO9206,2/21/2020,Online,USD,2,283,37,4,535.99,382.85
SO9207,2/12/2020,In-Store,USD,13,341,37,2,420.46,300.33
SO9208,2/21/2020,Wholesale,USD,18,208,24,1,598.11,427.22
SO9209,2/2/2020,Online,USD,8,6,39,1,415.43,296.73
SO9210,2/19/2020,Online,USD,21,188,13,9,382.34,273.10
SO9211,5/26/2020,In-Store,USD,16,247,43,10,314.99,224.99
SO9212,3/28/2020,In-Store,USD,19,255,24,2,234.10,167.22
SO9213,5/12/2020,In-Store,USD,12,293,42,6,167.02,119.30
SO9214,3/24/2020,Wholesale,USD,22,336,6,7,264.15,188.68
SO9215,1/1/2020,Online,USD,10,174,26,7,379.06,270.75
SO9216,4/1/2020,Online,USD,3,182,16,2,537.63,384.02
SO9217,3/31/2020,Distributor,USD,15,7,20,2,399.46,285.33
SO9218,1/29/2020,In-Store,USD,2,229,32,10,270.99,193.56
SO9219,5/16/2020,In-Store,USD,4,176,31,3,375.29,268.06
SO9220,4/21/2020,Distributor,USD,17,129,44,4,623.91,445.65
SO9221,1/6/2020,Online,USD,18,37,11,10,541.94,387.10
SO9222,4/3/2020,In-Store,USD,19,257,41,5,267.86,191.33
SO9223,4/3/2020,Online,USD,8,202,25,4,239.01,170.72
SO9224,5/10/2020,Wholesale,USD,24,178,7,5,593.02,423.59
SO9225,1/12/2020,Distributor,USD,19,341,9,9,576.02,411.44
SO9226,3/17/2020,In-Store,USD,12,287,15,8,466.63,333.31
SO9227,1/28/2020,Wholesale,USD,26,310,20,4,367.90,262.79
SO9228,4/21/2020,In-Store,USD,12,82,6,2,160.00,114.29
SO9229,1/4/2020,Distributor,USD,15,30,26,9,636.40,454.57
SO9230,2/6/2020,Distributor,USD,20,169,32,7,619.77,442.69
SO9231,3/14/2020,Distributor,USD,20,240,15,9,533.87,381.33
SO9232,3/12/2020,Distributor,USD,8,192,34,5,416.17,297.26
SO9233,1/10/2020,In-Store,USD,18,97,11,10,235.94,168.53
SO9234,3/28/2020,In-Store,USD,16,340,19,8,341.29,243.78
SO9235,2/28/2020,Distributor,USD,22,171,47,1,423.20,302.29
SO9236,2/22/2020,Distributor,USD,20,264,15,6,204.71,146.22
SO9237,5/28/2020,Wholesale,USD,20,9,33,7,621.89,444.21
SO9238,3/12/2020,In-Store,USD,8,314,24,5,554.94,396.38
SO9239,1/2/2020,Distributor,USD,6,112,22,9,301.98,215.70
SO9240,4/26/2020,In-Store,USD,10,204,39,8,637.49,455.35
SO9241,1/13/2020,Distributor,USD,16,254,36,3,243.47,173.91
SO9242,2/14/2020,Distributor,USD,18,206,37,2,558.66,399.04
SO9243,2/23/2020,In-Store,USD,14,112,19,5,303.67,216.91
SO9244,3/26/2020,In-Store,USD,9,164,44,9,218.15,155.82
SO9245,3/9/2020,Wholesale,USD,11,219,43,3,364.59,260.42
SO9246,1/26/2020,In-Store,USD,13,137,8,2,224.29,160.21
SO9247,1/15/2020,Wholesale,USD,16,198,4,4,343.05,245.03
SO9248,3/18/2020,Distributor,USD,21,361,32,4,611.41,436.72
SO9249,2/19/2020,Online,USD,6,188,31,1,280.87,200.62
SO9250,4/4/2020,Online,USD,26,104,18,10,318.54,227.53
SO9251,4/14/2020,Online,USD,20,35,19,4,155.33,110.95
SO9252,1/12/2020,Wholesale,USD,19,264,5,9,513.68,366.92
SO9253,5/13/2020,Distributor,USD,14,132,14,3,176.90,126.36
SO9254,3/18/2020,Distributor,USD,22,306,37,10,444.16,317.26
SO9255,4/11/2020,Online,USD,25,149,13,7,462.59,330.42
SO9256,3/7/2020,Wholesale,USD,1,59,20,4,169.87,121.33
SO9257,1/17/2020,Wholesale,USD,10,62,42,10,601.79,429.85
SO9258,1/17/2020,Wholesale,USD,9,95,30,3,613.41,438.15
SO9259,2/9/2020,Distributor,USD,12,303,5,9,257.32,183.80
SO9260,4/26/2020,Distributor,USD,16,19,7,10,504.45,360.32
SO9261,1/13/2020,In-Store,USD,13,99,19,8,566.90,404.93
SO9262,3/22/2020,In-Store,USD,19,322,16,4,441.76,315.54
SO9263,1/26/2020,Wholesale,USD,18,171,32,5,223.44,159.60
SO9264,4/20/2020,Online,USD,3,326,33,1,373.81,267.01
SO9265,2/27/2020,Distributor,USD,17,275,8,3,277.88,198.49
SO9266,2/27/2020,Wholesale,USD,20,269,6,8,470.85,336.32
SO9267,4/16/2020,Wholesale,USD,8,96,13,10,270.34,193.10
SO9268,2/6/2020,In-Store,USD,11,245,5,7,456.84,326.31
SO9269,4/29/2020,In-Store,USD,14,59,29,8,484.90,346.36
SO9270,3/29/2020,Distributor,USD,20,177,3,8,610.70,436.21
SO9271,1/8/2020,In-Store,USD,11,112,44,4,198.30,141.64
SO9272,3/18/2020,In-Store,USD,24,340,3,9,256.72,183.37
SO9273,2/8/2020,Wholesale,USD,17,174,10,3,455.22,325.16
SO9274,4/3/2020,Distributor,USD,18,196,47,9,210.12,150.09
SO9275,5/18/2020,Distributor,USD,8,156,2,8,489.16,349.40
SO9276,2/12/2020,Distributor,USD,19,362,9,4,238.03,170.02
SO9277,1/15/2020,Distributor,USD,10,101,33,6,579.90,414.21
SO9278,5/6/2020,Online,USD,12,163,6,8,256.48,183.20
SO9279,2/13/2020,Online,USD,3,6,9,8,216.16,154.40
SO9280,2/26/2020,In-Store,USD,25,178,26,7,582.08,415.77
SO9281,3/10/2020,In-Store,USD,18,79,23,10,596.85,426.32
SO9282,1/18/2020,In-Store,USD,19,206,22,2,189.59,135.42
SO9283,3/26/2020,Wholesale,USD,3,41,11,2,590.13,421.52
SO9284,3/1/2020,Wholesale,USD,22,49,17,6,568.46,406.04
SO9285,1/2/2020,In-Store,USD,15,267,19,5,444.10,317.21
SO9286,4/28/2020,In-Store,USD,16,330,44,10,351.98,251.42
SO9287,5/11/2020,Distributor,USD,23,262,29,8,614.85,439.18
SO9288,5/9/2020,Online,USD,13,268,6,2,586.89,419.21
SO9289,5/14/2020,Distributor,USD,6,357,27,5,236.27,168.77
SO9290,4/19/2020,Distributor,USD,1,108,15,9,556.29,397.35
SO9291,3/30/2020,In-Store,USD,21,137,46,3,382.69,273.35
SO9292,2/15/2020,Online,USD,8,161,36,3,266.31,190.22
SO9293,5/18/2020,Distributor,USD,2,14,35,1,366.40,261.72
SO9294,4/27/2020,In-Store,USD,24,293,36,1,280.99,200.71
SO9295,2/12/2020,In-Store,USD,5,8,44,1,487.53,348.24
SO9296,5/23/2020,Online,USD,10,103,11,7,236.17,168.69
SO9297,1/8/2020,In-Store,USD,9,146,31,5,229.92,164.23
SO9298,2/26/2020,Wholesale,USD,23,110,19,10,494.37,353.12
SO9299,4/13/2020,In-Store,USD,3,14,8,2,560.86,400.62
SO9300,2/27/2020,In-Store,USD,9,342,10,3,506.05,361.46
SO9301,1/15/2020,Wholesale,USD,19,224,35,10,580.93,414.95
SO9302,3/10/2020,Distributor,USD,8,158,11,10,593.68,424.06
SO9303,1/10/2020,Online,USD,19,215,39,6,438.20,313.00
SO9304,3/31/2020,Wholesale,USD,9,259,11,5,473.46,338.18
SO9305,4/4/2020,Wholesale,USD,7,101,4,1,502.70,359.07
SO9306,3/29/2020,Online,USD,3,259,10,4,479.64,342.60
SO9307,5/2/2020,Wholesale,USD,1,69,45,10,448.73,320.52
SO9308,2/9/2020,Distributor,USD,10,311,37,2,559.91,399.94
SO9309,2/2/2020,Wholesale,USD,19,87,33,10,515.48,368.20
SO9310,2/19/2020,In-Store,USD,14,334,35,3,251.11,179.36
SO9311,2/5/2020,Distributor,USD,14,206,24,6,327.17,233.69
SO9312,2/1/2020,Online,USD,17,11,46,10,465.29,332.35
SO9313,5/16/2020,Wholesale,USD,23,13,41,8,298.46,213.18
SO9314,5/22/2020,In-Store,USD,15,269,11,9,526.05,375.75
SO9315,4/14/2020,Wholesale,USD,10,251,12,8,254.95,182.11
SO9316,2/7/2020,Online,USD,13,47,11,8,553.39,395.28
SO9317,5/7/2020,Distributor,USD,6,223,43,1,545.07,389.34
SO9318,1/31/2020,Distributor,USD,22,248,3,3,382.73,273.38
SO9319,5/9/2020,Online,USD,19,47,11,2,523.58,373.99
SO9320,1/20/2020,In-Store,USD,10,84,13,1,356.75,254.82
SO9321,2/18/2020,Online,USD,3,90,6,2,434.50,310.36
SO9322,4/2/2020,Wholesale,USD,21,64,29,9,436.18,311.55
SO9323,2/19/2020,Online,USD,6,235,12,7,321.29,229.49
SO9324,5/9/2020,Online,USD,2,334,23,8,212.74,151.96
SO9325,5/20/2020,Online,USD,20,292,47,3,238.44,170.31
SO9326,4/20/2020,Distributor,USD,3,1,36,7,528.88,377.77
SO9327,3/13/2020,Online,USD,25,357,35,4,151.92,108.51
SO9328,1/25/2020,In-Store,USD,5,270,16,6,519.90,371.36
SO9329,5/29/2020,Distributor,USD,19,42,30,7,546.09,390.07
SO9330,5/8/2020,Wholesale,USD,8,331,24,9,552.75,394.82
SO9331,3/14/2020,Distributor,USD,10,348,41,8,371.06,265.04
SO9332,2/16/2020,Distributor,USD,3,14,10,7,618.50,441.78
SO9333,2/15/2020,Distributor,USD,18,283,23,7,612.49,437.49
SO9334,5/12/2020,Wholesale,USD,16,178,36,8,394.30,281.64
SO9335,4/15/2020,Online,USD,22,294,38,10,348.47,248.90
SO9336,1/11/2020,Distributor,USD,18,341,18,6,301.35,215.25
SO9337,1/16/2020,Distributor,USD,11,366,14,7,338.94,242.10
SO9338,3/11/2020,Online,USD,6,133,32,10,506.12,361.52
SO9339,1/28/2020,Wholesale,USD,24,276,17,4,260.67,186.19
SO9340,1/4/2020,In-Store,USD,22,207,13,10,447.94,319.96
SO9341,2/2/2020,In-Store,USD,22,327,14,10,374.85,267.75
SO9342,3/7/2020,In-Store,USD,14,202,38,6,599.60,428.29
SO9343,3/31/2020,Wholesale,USD,14,306,34,4,503.87,359.90
SO9344,1/10/2020,Wholesale,USD,22,239,2,6,276.71,197.65
SO9345,3/23/2020,In-Store,USD,17,322,32,4,340.71,243.36
SO9346,2/27/2020,Wholesale,USD,22,32,46,3,466.82,333.44
SO9347,2/2/2020,Wholesale,USD,19,356,31,5,230.09,164.35
SO9348,1/21/2020,Wholesale,USD,6,85,11,3,233.64,166.88
SO9349,4/28/2020,In-Store,USD,24,148,12,3,182.36,130.25
SO9350,3/25/2020,Distributor,USD,7,349,45,6,426.81,304.86
SO9351,2/14/2020,Online,USD,6,113,36,8,517.57,369.69
SO9352,2/15/2020,In-Store,USD,18,252,43,9,497.10,355.07
SO9353,2/18/2020,Online,USD,26,328,22,1,648.51,463.22
SO9354,1/10/2020,In-Store,USD,23,66,38,6,393.98,281.41
SO9355,4/6/2020,Online,USD,23,289,2,3,151.39,108.14
SO9356,5/26/2020,Distributor,USD,10,367,41,10,609.91,435.65
SO9357,3/18/2020,Wholesale,USD,24,348,25,6,386.53,276.10
SO9358,1/29/2020,Online,USD,2,100,5,9,574.83,410.59
SO9359,3/4/2020,Online,USD,16,358,36,1,547.37,390.98
SO9360,3/3/2020,Online,USD,15,103,4,5,238.67,170.48
SO9361,1/12/2020,Distributor,USD,17,298,46,6,177.43,126.73
SO9362,1/12/2020,Distributor,USD,6,303,33,6,285.89,204.20
SO9363,2/10/2020,Online,USD,8,54,25,1,280.21,200.15
SO9364,3/24/2020,Distributor,USD,5,192,29,5,559.34,399.53
SO9365,5/4/2020,Wholesale,USD,23,20,12,4,282.12,201.51
SO9366,4/2/2020,Online,USD,15,156,23,10,403.94,288.53
SO9367,4/1/2020,In-Store,USD,9,223,26,4,257.87,184.20
SO9368,5/24/2020,In-Store,USD,25,230,25,2,257.07,183.62
SO9369,3/31/2020,In-Store,USD,26,201,34,10,417.98,298.55
SO9370,3/25/2020,Distributor,USD,9,288,32,8,430.47,307.48
SO9371,1/31/2020,Wholesale,USD,3,98,17,10,504.25,360.18
SO9372,1/18/2020,In-Store,USD,17,243,8,3,168.28,120.20
SO9373,3/16/2020,Wholesale,USD,4,236,42,8,361.55,258.25
SO9374,5/23/2020,In-Store,USD,5,53,6,4,190.35,135.97
SO9375,1/4/2020,In-Store,USD,19,178,22,9,574.03,410.02
SO9376,5/25/2020,Wholesale,USD,17,139,34,2,532.98,380.70
SO9377,2/17/2020,Online,USD,25,239,38,9,175.63,125.45
SO9378,4/18/2020,In-Store,USD,20,331,44,7,152.81,109.15
SO9379,2/14/2020,Distributor,USD,7,46,28,3,593.82,424.16
SO9380,4/2/2020,In-Store,USD,15,359,43,4,376.36,268.83
SO9381,2/4/2020,Online,USD,26,193,38,8,561.47,401.05
SO9382,4/5/2020,In-Store,USD,18,184,20,8,374.63,267.59
SO9383,5/7/2020,Online,USD,25,333,41,10,424.59,303.28
SO9384,3/1/2020,Distributor,USD,11,49,4,8,522.59,373.28
SO9385,4/29/2020,Distributor,USD,19,302,22,1,330.33,235.95
SO9386,2/24/2020,In-Store,USD,15,217,10,2,570.60,407.57
SO9387,4/10/2020,Distributor,USD,24,354,25,3,452.28,323.06
SO9388,1/25/2020,In-Store,USD,22,88,20,4,220.96,157.83
SO9389,1/14/2020,Online,USD,26,331,37,6,513.23,366.59
SO9390,5/21/2020,In-Store,USD,16,143,28,5,309.24,220.88
SO9391,4/23/2020,Online,USD,21,253,31,9,499.68,356.91
SO9392,4/18/2020,Wholesale,USD,14,348,23,7,410.11,292.94
SO9393,2/6/2020,Distributor,USD,2,143,30,2,579.95,414.25
SO9394,2/21/2020,Distributor,USD,26,128,13,5,335.70,239.79
SO9395,1/29/2020,Distributor,USD,26,292,13,1,366.59,261.85
SO9396,4/5/2020,Online,USD,4,336,45,3,594.72,424.80
SO9397,1/8/2020,In-Store,USD,19,318,22,4,294.36,210.25
SO9398,3/9/2020,Online,USD,24,12,7,5,513.03,366.45
SO9399,3/9/2020,Wholesale,USD,26,243,33,3,495.21,353.72
SO9400,2/12/2020,Distributor,USD,6,305,34,4,356.26,254.47
SO9401,1/2/2020,Wholesale,USD,23,305,15,7,191.84,137.03
SO9402,1/20/2020,Distributor,USD,19,93,25,3,393.60,281.14
SO9403,1/4/2020,In-Store,USD,20,329,6,1,255.77,182.69
SO9404,1/9/2020,Distributor,USD,10,248,1,5,488.08,348.63
SO9405,3/12/2020,In-Store,USD,2,331,42,10,178.12,127.23
SO9406,4/4/2020,In-Store,USD,8,176,22,6,416.77,297.70
SO9407,1/27/2020,In-Store,USD,22,64,19,7,365.43,261.02
SO9408,5/21/2020,Online,USD,1,89,4,1,247.77,176.98
SO9409,1/16/2020,In-Store,USD,19,96,9,9,257.27,183.76
SO9410,2/5/2020,Online,USD,17,167,21,4,225.92,161.37
SO9411,1/14/2020,Online,USD,5,113,9,5,422.42,301.73
SO9412,1/29/2020,Online,USD,1,330,38,8,245.70,175.50
SO9413,3/31/2020,Distributor,USD,23,139,1,7,382.96,273.54
SO9414,1/29/2020,Wholesale,USD,23,41,11,5,617.59,441.14
SO9415,1/24/2020,In-Store,USD,16,214,10,7,573.43,409.60
SO9416,3/10/2020,Online,USD,18,220,38,8,448.89,320.64
SO9417,4/5/2020,Distributor,USD,7,345,4,1,434.99,310.71
SO9418,4/27/2020,Distributor,USD,5,252,3,1,605.95,432.82
SO9419,3/26/2020,In-Store,USD,12,122,41,8,300.24,214.46
SO9420,5/29/2020,Online,USD,25,59,32,6,314.05,224.32
SO9421,1/10/2020,Online,USD,9,23,7,5,321.04,229.32
SO9422,4/22/2020,Distributor,USD,13,50,46,3,624.52,446.08
SO9423,1/21/2020,Online,USD,5,282,3,3,337.63,241.16
SO9424,1/17/2020,In-Store,USD,4,282,26,1,548.90,392.07
SO9425,2/27/2020,Wholesale,USD,23,278,22,4,203.70,145.50
SO9426,5/21/2020,Online,USD,22,277,24,9,342.09,244.35
SO9427,2/29/2020,Distributor,USD,17,18,13,10,207.49,148.20
SO9428,1/14/2020,Online,USD,14,273,36,7,489.82,349.87
SO9429,3/2/2020,Online,USD,15,225,24,2,351.73,251.23
SO9430,1/28/2020,In-Store,USD,11,32,25,1,611.97,437.12
SO9431,5/15/2020,In-Store,USD,9,229,42,4,387.25,276.60
SO9432,1/12/2020,Wholesale,USD,12,209,46,2,614.58,438.99
SO9433,2/9/2020,In-Store,USD,1,278,44,10,615.55,439.68
SO9434,3/11/2020,Distributor,USD,17,18,22,7,536.40,383.14
SO9435,5/1/2020,Distributor,USD,1,291,38,8,595.49,425.35
SO9436,2/27/2020,Wholesale,USD,13,50,17,2,170.50,121.78
SO9437,3/23/2020,Wholesale,USD,26,25,34,9,529.07,377.91
SO9438,2/8/2020,Wholesale,USD,17,121,28,7,167.27,119.48
SO9439,4/17/2020,In-Store,USD,12,204,10,6,206.86,147.76
SO9440,1/2/2020,Distributor,USD,2,102,7,2,438.72,313.37
SO9441,5/4/2020,Online,USD,21,226,34,5,538.64,384.74
SO9442,2/2/2020,Distributor,USD,21,12,35,7,326.07,232.91
SO9443,4/24/2020,Online,USD,16,246,30,2,295.18,210.85
SO9444,3/3/2020,In-Store,USD,6,192,20,10,608.83,434.88
SO9445,2/13/2020,Online,USD,1,135,13,6,351.35,250.96
SO9446,1/5/2020,Distributor,USD,16,205,7,7,545.11,389.36
SO9447,5/14/2020,Wholesale,USD,23,364,21,4,290.87,207.76
SO9448,3/18/2020,Wholesale,USD,12,43,5,10,291.65,208.32
SO9449,4/24/2020,Distributor,USD,13,55,10,1,414.52,296.09
SO9450,3/31/2020,Wholesale,USD,26,276,31,5,640.93,457.81
SO9451,3/16/2020,Wholesale,USD,19,17,10,9,274.55,196.11
SO9452,5/24/2020,Online,USD,6,108,10,10,153.33,109.52
SO9453,5/7/2020,In-Store,USD,11,308,2,9,514.52,367.51
SO9454,2/29/2020,Distributor,USD,14,106,2,1,409.08,292.20
SO9455,2/5/2020,In-Store,USD,12,319,31,10,389.99,278.56
SO9456,4/5/2020,Wholesale,USD,10,284,17,7,169.69,121.21
SO9457,3/2/2020,Wholesale,USD,25,301,19,2,504.71,360.51
SO9458,1/18/2020,Distributor,USD,2,119,32,10,445.97,318.55
SO9459,1/8/2020,Online,USD,11,23,33,10,382.18,272.98
SO9460,3/10/2020,Online,USD,23,200,28,10,510.77,364.84
SO9461,2/13/2020,In-Store,USD,22,256,38,1,156.76,111.97
SO9462,3/28/2020,Online,USD,23,137,21,4,591.16,422.26
SO9463,3/29/2020,Online,USD,4,53,39,3,262.77,187.70
SO9464,2/27/2020,Online,USD,20,321,16,7,546.69,390.49
SO9465,2/6/2020,Distributor,USD,8,84,24,6,640.16,457.26
SO9466,5/8/2020,In-Store,USD,11,166,38,3,498.79,356.28
SO9467,4/13/2020,Online,USD,1,42,28,1,599.71,428.36
SO9468,4/4/2020,Distributor,USD,15,211,32,10,483.69,345.49
SO9469,1/19/2020,In-Store,USD,8,202,36,9,615.95,439.97
SO9470,4/5/2020,In-Store,USD,1,177,15,8,334.24,238.75
SO9471,2/12/2020,In-Store,USD,7,106,24,1,427.10,305.07
SO9472,2/4/2020,Online,USD,21,188,44,6,620.51,443.22
SO9473,2/26/2020,Wholesale,USD,3,226,14,6,471.79,336.99
SO9474,5/21/2020,Distributor,USD,12,336,6,9,594.15,424.40
SO9475,3/7/2020,Wholesale,USD,19,136,4,5,290.38,207.41
SO9476,5/2/2020,In-Store,USD,15,140,15,4,228.90,163.50
SO9477,4/17/2020,Wholesale,USD,21,330,45,9,169.16,120.83
SO9478,5/20/2020,In-Store,USD,19,230,46,1,548.58,391.84
SO9479,4/15/2020,Distributor,USD,9,289,11,8,406.68,290.49
SO9480,3/28/2020,Distributor,USD,20,264,1,2,567.52,405.37
SO9481,1/11/2020,Online,USD,8,132,34,8,221.96,158.54
SO9482,1/17/2020,Wholesale,USD,7,24,14,8,315.46,225.33
SO9483,4/4/2020,In-Store,USD,21,97,33,8,453.50,323.93
SO9484,3/31/2020,Online,USD,6,62,23,2,505.97,361.41
SO9485,5/4/2020,Online,USD,16,232,40,2,295.18,210.85
SO9486,4/13/2020,In-Store,USD,12,233,28,6,555.32,396.66
